group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
hailstone_sequence_append_162964,,,,,912246.0,ns,4718
hailstone_sequence_append_162964,,,,,1784750.0,ns,9436
hailstone_sequence_append_162964,,,,,2709444.0,ns,14154
hailstone_sequence_append_162964,,,,,3894667.0,ns,18872
hailstone_sequence_append_162964,,,,,4564791.0,ns,23590
hailstone_sequence_append_162964,,,,,6241930.0,ns,28308
hailstone_sequence_append_162964,,,,,8105448.0,ns,33026
hailstone_sequence_append_162964,,,,,7249109.0,ns,37744
hailstone_sequence_append_162964,,,,,8551222.0,ns,42462
hailstone_sequence_append_162964,,,,,9099419.0,ns,47180
hailstone_sequence_append_162964,,,,,10516912.0,ns,51898
hailstone_sequence_append_162964,,,,,12302612.0,ns,56616
hailstone_sequence_append_162964,,,,,12771425.0,ns,61334
hailstone_sequence_append_162964,,,,,14209770.0,ns,66052
hailstone_sequence_append_162964,,,,,15220285.0,ns,70770
hailstone_sequence_append_162964,,,,,16524476.0,ns,75488
hailstone_sequence_append_162964,,,,,17138917.0,ns,80206
hailstone_sequence_append_162964,,,,,17138154.0,ns,84924
hailstone_sequence_append_162964,,,,,19334288.0,ns,89642
hailstone_sequence_append_162964,,,,,21197456.0,ns,94360
hailstone_sequence_append_162964,,,,,20099261.0,ns,99078
hailstone_sequence_append_162964,,,,,21560687.0,ns,103796
hailstone_sequence_append_162964,,,,,22804034.0,ns,108514
hailstone_sequence_append_162964,,,,,25336139.0,ns,113232
hailstone_sequence_append_162964,,,,,23263540.0,ns,117950
hailstone_sequence_append_162964,,,,,25903102.0,ns,122668
hailstone_sequence_append_162964,,,,,25466724.0,ns,127386
hailstone_sequence_append_162964,,,,,27042889.0,ns,132104
hailstone_sequence_append_162964,,,,,28109829.0,ns,136822
hailstone_sequence_append_162964,,,,,29163422.0,ns,141540
hailstone_sequence_append_162964,,,,,31471793.0,ns,146258
hailstone_sequence_append_162964,,,,,31802690.0,ns,150976
hailstone_sequence_append_162964,,,,,33110907.0,ns,155694
hailstone_sequence_append_162964,,,,,32446975.0,ns,160412
hailstone_sequence_append_162964,,,,,34985244.0,ns,165130
hailstone_sequence_append_162964,,,,,36689679.0,ns,169848
hailstone_sequence_append_162964,,,,,36776771.0,ns,174566
hailstone_sequence_append_162964,,,,,35999288.0,ns,179284
hailstone_sequence_append_162964,,,,,40845031.0,ns,184002
hailstone_sequence_append_162964,,,,,38362263.0,ns,188720
hailstone_sequence_append_162964,,,,,39357091.0,ns,193438
hailstone_sequence_append_162964,,,,,41496769.0,ns,198156
hailstone_sequence_append_162964,,,,,44273363.0,ns,202874
hailstone_sequence_append_162964,,,,,42035516.0,ns,207592
hailstone_sequence_append_162964,,,,,45658042.0,ns,212310
hailstone_sequence_append_162964,,,,,46443182.0,ns,217028
hailstone_sequence_append_162964,,,,,46297707.0,ns,221746
hailstone_sequence_append_162964,,,,,46798177.0,ns,226464
hailstone_sequence_append_162964,,,,,49236394.0,ns,231182
hailstone_sequence_append_162964,,,,,49886084.0,ns,235900
hailstone_sequence_append_162964,,,,,50493661.0,ns,240618
hailstone_sequence_append_162964,,,,,51488110.0,ns,245336
hailstone_sequence_append_162964,,,,,50481970.0,ns,250054
hailstone_sequence_append_162964,,,,,53341404.0,ns,254772
hailstone_sequence_append_162964,,,,,54223577.0,ns,259490
hailstone_sequence_append_162964,,,,,55435207.0,ns,264208
hailstone_sequence_append_162964,,,,,55630607.0,ns,268926
hailstone_sequence_append_162964,,,,,59270410.0,ns,273644
hailstone_sequence_append_162964,,,,,58582604.0,ns,278362
hailstone_sequence_append_162964,,,,,57037714.0,ns,283080
hailstone_sequence_append_162964,,,,,59892659.0,ns,287798
hailstone_sequence_append_162964,,,,,60515678.0,ns,292516
hailstone_sequence_append_162964,,,,,62922831.0,ns,297234
hailstone_sequence_append_162964,,,,,60320390.0,ns,301952
hailstone_sequence_append_162964,,,,,66180115.0,ns,306670
hailstone_sequence_append_162964,,,,,65357782.0,ns,311388
hailstone_sequence_append_162964,,,,,67657399.0,ns,316106
hailstone_sequence_append_162964,,,,,68718281.0,ns,320824
hailstone_sequence_append_162964,,,,,66747260.0,ns,325542
hailstone_sequence_append_162964,,,,,70605728.0,ns,330260
hailstone_sequence_append_162964,,,,,74736306.0,ns,334978
hailstone_sequence_append_162964,,,,,68085429.0,ns,339696
hailstone_sequence_append_162964,,,,,69944947.0,ns,344414
hailstone_sequence_append_162964,,,,,72480643.0,ns,349132
hailstone_sequence_append_162964,,,,,75251705.0,ns,353850
hailstone_sequence_append_162964,,,,,75707560.0,ns,358568
hailstone_sequence_append_162964,,,,,73368466.0,ns,363286
hailstone_sequence_append_162964,,,,,76789870.0,ns,368004
hailstone_sequence_append_162964,,,,,78822196.0,ns,372722
hailstone_sequence_append_162964,,,,,80147626.0,ns,377440
hailstone_sequence_append_162964,,,,,82312439.0,ns,382158
hailstone_sequence_append_162964,,,,,82830539.0,ns,386876
hailstone_sequence_append_162964,,,,,83148059.0,ns,391594
hailstone_sequence_append_162964,,,,,82659435.0,ns,396312
hailstone_sequence_append_162964,,,,,86225258.0,ns,401030
hailstone_sequence_append_162964,,,,,88336172.0,ns,405748
hailstone_sequence_append_162964,,,,,85476759.0,ns,410466
hailstone_sequence_append_162964,,,,,87442863.0,ns,415184
hailstone_sequence_append_162964,,,,,85331775.0,ns,419902
hailstone_sequence_append_162964,,,,,88988845.0,ns,424620
hailstone_sequence_append_162964,,,,,92635400.0,ns,429338
hailstone_sequence_append_162964,,,,,89901630.0,ns,434056
hailstone_sequence_append_162964,,,,,97852062.0,ns,438774
hailstone_sequence_append_162964,,,,,89667286.0,ns,443492
hailstone_sequence_append_162964,,,,,89676518.0,ns,448210
hailstone_sequence_append_162964,,,,,94364121.0,ns,452928
hailstone_sequence_append_162964,,,,,97228378.0,ns,457646
hailstone_sequence_append_162964,,,,,96851246.0,ns,462364
hailstone_sequence_append_162964,,,,,94416933.0,ns,467082
hailstone_sequence_append_162964,,,,,100420461.0,ns,471800
